"TimeStamp","axis1","axis2","axis3","vm","steps","days","wearing","weekday"
2017-11-08 16:24:00,426,952,1292,1829,16,2,"w","Wednesday"
2017-11-08 16:25:00,381,1111,1330,1974,18,2,"w","Wednesday"
2017-11-08 16:26:00,242,686,923,1329,12,2,"w","Wednesday"
2017-11-08 16:27:00,159,798,1147,1551,8,2,"w","Wednesday"
2017-11-08 16:28:00,747,1221,1190,2210,23,2,"w","Wednesday"
2017-11-08 16:29:00,2452,2495,1818,4504,21,2,"w","Wednesday"
2017-11-08 16:30:00,656,995,924,1751,10,2,"w","Wednesday"
2017-11-08 16:31:00,2832,3031,2396,5131,38,2,"w","Wednesday"
2017-11-08 16:32:00,2475,3891,2337,5410,34,2,"w","Wednesday"
2017-11-08 16:33:00,1879,2387,1473,3822,23,2,"w","Wednesday"
2017-11-08 16:34:00,1372,1981,1870,3224,13,2,"w","Wednesday"
2017-11-08 16:35:00,1786,1834,1837,3311,18,2,"w","Wednesday"
2017-11-08 16:36:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 16:37:00,2303,2308,2763,4442,25,2,"w","Wednesday"
2017-11-08 16:38:00,1732,1755,2206,3532,26,2,"w","Wednesday"
2017-11-08 16:39:00,2651,1213,1482,3907,37,2,"w","Wednesday"
2017-11-08 16:40:00,526,1240,929,1861,19,2,"w","Wednesday"
2017-11-08 16:41:00,2221,854,865,2840,31,2,"w","Wednesday"
2017-11-08 16:42:00,750,1074,1118,2080,21,2,"w","Wednesday"
2017-11-08 16:43:00,2054,1535,1181,3033,71,2,"w","Wednesday"
2017-11-08 16:44:00,68,652,823,1199,1,2,"w","Wednesday"
2017-11-08 16:45:00,645,1655,1586,2653,14,2,"w","Wednesday"
2017-11-08 16:46:00,327,878,609,1350,8,2,"w","Wednesday"
2017-11-08 16:47:00,2711,1721,1927,4031,68,2,"w","Wednesday"
2017-11-08 16:48:00,196,517,468,781,7,2,"w","Wednesday"
2017-11-08 16:49:00,150,414,359,604,2,2,"w","Wednesday"
2017-11-08 16:50:00,0,55,53,78,0,2,"w","Wednesday"
2017-11-08 16:51:00,0,11,15,19,0,2,"w","Wednesday"
2017-11-08 16:52:00,0,4,0,4,0,2,"w","Wednesday"
2017-11-08 16:53:00,0,33,39,55,0,2,"w","Wednesday"
2017-11-08 16:54:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 16:55:00,61,138,106,220,2,2,"w","Wednesday"
2017-11-08 16:56:00,0,43,61,75,0,2,"w","Wednesday"
2017-11-08 16:57:00,0,23,29,40,0,2,"w","Wednesday"
2017-11-08 16:58:00,0,0,2,2,0,2,"w","Wednesday"
2017-11-08 16:59:00,23,53,64,89,0,2,"w","Wednesday"
2017-11-08 17:00:00,23,750,763,1158,0,2,"w","Wednesday"
2017-11-08 17:01:00,1443,1381,2188,3351,45,2,"w","Wednesday"
2017-11-08 17:02:00,4945,2343,1965,5959,119,2,"w","Wednesday"
2017-11-08 17:03:00,738,1395,1711,2589,16,2,"w","Wednesday"
2017-11-08 17:04:00,179,72,73,253,6,2,"w","Wednesday"
2017-11-08 17:05:00,35,14,59,82,1,2,"w","Wednesday"
2017-11-08 17:06:00,157,50,209,321,4,2,"w","Wednesday"
2017-11-08 17:07:00,116,33,6,131,2,2,"w","Wednesday"
2017-11-08 17:08:00,129,104,208,312,2,2,"w","Wednesday"
2017-11-08 17:09:00,54,12,10,65,2,2,"w","Wednesday"
2017-11-08 17:10:00,14,8,0,16,0,2,"w","Wednesday"
2017-11-08 17:11:00,81,27,0,88,1,2,"w","Wednesday"
2017-11-08 17:12:00,25,0,7,28,1,2,"w","Wednesday"
2017-11-08 17:13:00,8,0,0,8,0,2,"w","Wednesday"
2017-11-08 17:14:00,56,2,1,56,3,2,"w","Wednesday"
2017-11-08 17:15:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 17:16:00,37,11,0,43,1,2,"w","Wednesday"
2017-11-08 17:17:00,207,128,45,266,4,2,"w","Wednesday"
2017-11-08 17:18:00,1,14,0,14,0,2,"w","Wednesday"
2017-11-08 17:19:00,81,77,27,136,2,2,"w","Wednesday"
2017-11-08 17:20:00,213,33,73,263,3,2,"w","Wednesday"
2017-11-08 17:21:00,10,2,28,36,0,2,"w","Wednesday"
2017-11-08 17:22:00,48,43,58,114,2,2,"w","Wednesday"
2017-11-08 17:23:00,90,34,0,99,2,2,"w","Wednesday"
2017-11-08 17:24:00,10,0,1,11,1,2,"w","Wednesday"
2017-11-08 17:25:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 17:26:00,12,0,21,33,1,2,"w","Wednesday"
2017-11-08 17:27:00,4,4,0,7,0,2,"w","Wednesday"
2017-11-08 17:28:00,80,9,7,90,2,2,"w","Wednesday"
2017-11-08 17:29:00,100,33,0,111,4,2,"w","Wednesday"
2017-11-08 17:30:00,51,133,324,397,4,2,"w","Wednesday"
2017-11-08 17:31:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 17:32:00,61,23,0,66,1,2,"w","Wednesday"
2017-11-08 17:33:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 17:34:00,89,70,121,219,2,2,"w","Wednesday"
2017-11-08 17:35:00,1186,1135,2026,2905,39,2,"w","Wednesday"
2017-11-08 17:36:00,785,1242,1466,2338,28,2,"w","Wednesday"
2017-11-08 17:37:00,73,160,271,394,2,2,"w","Wednesday"
2017-11-08 17:38:00,0,0,10,10,0,2,"w","Wednesday"
2017-11-08 17:39:00,7,60,48,101,1,2,"w","Wednesday"
2017-11-08 17:40:00,0,0,6,6,0,2,"w","Wednesday"
2017-11-08 17:41:00,21,137,67,169,1,2,"w","Wednesday"
2017-11-08 17:42:00,22,180,108,229,1,2,"w","Wednesday"
2017-11-08 17:43:00,0,45,66,96,0,2,"w","Wednesday"
2017-11-08 17:44:00,271,653,937,1297,14,2,"w","Wednesday"
2017-11-08 17:45:00,569,899,1240,1857,19,2,"w","Wednesday"
2017-11-08 17:46:00,526,1109,1131,1798,30,2,"w","Wednesday"
2017-11-08 17:47:00,923,1256,1739,2537,23,2,"w","Wednesday"
2017-11-08 17:48:00,127,321,505,692,8,2,"w","Wednesday"
2017-11-08 17:49:00,252,552,944,1289,8,2,"w","Wednesday"
2017-11-08 17:50:00,30,326,583,757,1,2,"w","Wednesday"
2017-11-08 17:51:00,157,471,840,1045,10,2,"w","Wednesday"
2017-11-08 17:52:00,70,176,467,561,4,2,"w","Wednesday"
2017-11-08 17:53:00,126,481,960,1169,5,2,"w","Wednesday"
2017-11-08 17:54:00,8,68,21,77,0,2,"w","Wednesday"
2017-11-08 17:55:00,6,118,232,317,0,2,"w","Wednesday"
2017-11-08 17:56:00,55,195,195,351,1,2,"w","Wednesday"
2017-11-08 17:57:00,13,124,50,158,1,2,"w","Wednesday"
2017-11-08 17:58:00,48,202,344,467,3,2,"w","Wednesday"
2017-11-08 17:59:00,315,602,980,1387,10,2,"w","Wednesday"
2017-11-08 18:00:00,91,271,743,863,6,2,"w","Wednesday"
2017-11-08 18:01:00,30,461,872,1045,1,2,"w","Wednesday"
2017-11-08 18:02:00,113,305,601,763,5,2,"w","Wednesday"
2017-11-08 18:03:00,18,182,441,512,2,2,"w","Wednesday"
2017-11-08 18:04:00,0,29,190,195,0,2,"w","Wednesday"
2017-11-08 18:05:00,21,53,206,241,2,2,"w","Wednesday"
2017-11-08 18:06:00,10,46,288,300,0,2,"w","Wednesday"
2017-11-08 18:07:00,182,553,628,979,9,2,"w","Wednesday"
2017-11-08 18:08:00,3,234,292,422,0,2,"w","Wednesday"
2017-11-08 18:09:00,111,288,482,644,1,2,"w","Wednesday"
2017-11-08 18:10:00,7,17,203,206,1,2,"w","Wednesday"
2017-11-08 18:11:00,480,1123,1389,2024,11,2,"w","Wednesday"
2017-11-08 18:12:00,297,526,724,1060,13,2,"w","Wednesday"
2017-11-08 18:13:00,416,737,824,1313,11,2,"w","Wednesday"
2017-11-08 18:14:00,0,0,99,99,0,2,"w","Wednesday"
2017-11-08 18:15:00,8,25,120,137,0,2,"w","Wednesday"
2017-11-08 18:16:00,254,539,944,1227,13,2,"w","Wednesday"
2017-11-08 18:17:00,734,838,988,1730,20,2,"w","Wednesday"
2017-11-08 18:18:00,444,664,655,1256,6,2,"w","Wednesday"
2017-11-08 18:19:00,869,1062,1345,2182,22,2,"w","Wednesday"
2017-11-08 18:20:00,1303,1841,1665,3065,36,2,"w","Wednesday"
2017-11-08 18:21:00,474,720,564,1137,7,2,"w","Wednesday"
2017-11-08 18:22:00,663,960,766,1571,9,2,"w","Wednesday"
2017-11-08 18:23:00,890,1654,783,2225,9,2,"w","Wednesday"
2017-11-08 18:24:00,1513,1667,2163,3674,22,2,"w","Wednesday"
2017-11-08 18:25:00,5,75,359,400,0,2,"w","Wednesday"
2017-11-08 18:26:00,54,228,422,531,1,2,"w","Wednesday"
2017-11-08 18:27:00,276,926,1286,1762,13,2,"w","Wednesday"
2017-11-08 18:28:00,228,1178,1242,2045,8,2,"w","Wednesday"
2017-11-08 18:29:00,648,748,1138,1652,25,2,"w","Wednesday"
2017-11-08 18:30:00,281,251,379,600,4,2,"w","Wednesday"
2017-11-08 18:31:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 18:32:00,0,0,6,6,0,2,"w","Wednesday"
2017-11-08 18:33:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 18:34:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 18:35:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 18:36:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 18:37:00,380,434,412,822,4,2,"w","Wednesday"
2017-11-08 18:38:00,314,772,720,1215,8,2,"w","Wednesday"
2017-11-08 18:39:00,869,874,1542,2238,26,2,"w","Wednesday"
2017-11-08 18:40:00,243,431,794,1032,9,2,"w","Wednesday"
2017-11-08 18:41:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 18:42:00,51,81,189,224,1,2,"w","Wednesday"
2017-11-08 18:43:00,140,123,158,264,3,2,"w","Wednesday"
2017-11-08 18:44:00,99,239,378,526,3,2,"w","Wednesday"
2017-11-08 18:45:00,69,84,184,242,2,2,"w","Wednesday"
2017-11-08 18:46:00,1437,1880,1943,3560,34,2,"w","Wednesday"
2017-11-08 18:47:00,1385,1640,1406,2988,29,2,"w","Wednesday"
2017-11-08 18:48:00,1866,1853,1846,3686,50,2,"w","Wednesday"
2017-11-08 18:49:00,586,1195,1098,1882,17,2,"w","Wednesday"
2017-11-08 18:50:00,2146,1756,1785,3680,57,2,"w","Wednesday"
2017-11-08 18:51:00,452,516,378,906,7,2,"w","Wednesday"
2017-11-08 18:52:00,81,127,171,277,3,2,"w","Wednesday"
2017-11-08 18:53:00,23,19,11,40,1,2,"w","Wednesday"
2017-11-08 18:54:00,13,0,5,15,0,2,"w","Wednesday"
2017-11-08 18:55:00,10,5,7,16,0,2,"w","Wednesday"
2017-11-08 18:56:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 18:57:00,123,114,94,241,4,2,"w","Wednesday"
2017-11-08 18:58:00,105,61,32,163,4,2,"w","Wednesday"
2017-11-08 18:59:00,67,80,59,132,1,2,"w","Wednesday"
2017-11-08 19:00:00,32,1,15,45,1,2,"w","Wednesday"
2017-11-08 19:01:00,34,30,63,112,3,2,"w","Wednesday"
2017-11-08 19:02:00,42,19,30,71,2,2,"w","Wednesday"
2017-11-08 19:03:00,91,65,85,194,2,2,"w","Wednesday"
2017-11-08 19:04:00,51,47,220,251,3,2,"w","Wednesday"
2017-11-08 19:05:00,14,2,10,23,0,2,"w","Wednesday"
2017-11-08 19:06:00,114,96,79,199,5,2,"w","Wednesday"
2017-11-08 19:07:00,47,11,41,81,3,2,"w","Wednesday"
2017-11-08 19:08:00,40,23,97,137,0,2,"w","Wednesday"
2017-11-08 19:09:00,39,0,2,40,3,2,"w","Wednesday"
2017-11-08 19:10:00,26,54,19,74,1,2,"w","Wednesday"
2017-11-08 19:11:00,1,0,0,1,0,2,"w","Wednesday"
2017-11-08 19:12:00,27,88,139,221,2,2,"w","Wednesday"
2017-11-08 19:13:00,2400,1719,2151,3991,83,2,"w","Wednesday"
2017-11-08 19:14:00,3575,1834,2216,4709,103,2,"w","Wednesday"
2017-11-08 19:15:00,3237,2100,2327,4756,90,2,"w","Wednesday"
2017-11-08 19:16:00,724,797,1380,1892,18,2,"w","Wednesday"
2017-11-08 19:17:00,136,210,630,723,6,2,"w","Wednesday"
2017-11-08 19:18:00,0,75,153,196,0,2,"w","Wednesday"
2017-11-08 19:19:00,216,741,819,1297,7,2,"w","Wednesday"
2017-11-08 19:20:00,153,439,907,1126,4,2,"w","Wednesday"
2017-11-08 19:21:00,142,284,813,922,6,2,"w","Wednesday"
2017-11-08 19:22:00,99,253,660,779,4,2,"w","Wednesday"
2017-11-08 19:23:00,411,579,1108,1419,15,2,"w","Wednesday"
2017-11-08 19:24:00,98,225,321,494,3,2,"w","Wednesday"
2017-11-08 19:25:00,13,178,247,386,1,2,"w","Wednesday"
2017-11-08 19:26:00,0,0,54,54,0,2,"w","Wednesday"
2017-11-08 19:27:00,0,38,185,204,0,2,"w","Wednesday"
2017-11-08 19:28:00,0,17,102,111,0,2,"w","Wednesday"
2017-11-08 19:29:00,449,710,1195,1672,17,2,"w","Wednesday"
2017-11-08 19:30:00,0,35,8,37,0,2,"w","Wednesday"
2017-11-08 19:31:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:32:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:33:00,0,19,0,19,0,2,"w","Wednesday"
2017-11-08 19:34:00,6,3,109,110,0,2,"w","Wednesday"
2017-11-08 19:35:00,0,13,0,13,0,2,"w","Wednesday"
2017-11-08 19:36:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:37:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:38:00,0,0,7,7,0,2,"w","Wednesday"
2017-11-08 19:39:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:40:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:41:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:42:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:43:00,0,84,64,109,0,2,"w","Wednesday"
2017-11-08 19:44:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:45:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:46:00,0,24,0,24,0,2,"w","Wednesday"
2017-11-08 19:47:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:48:00,118,256,274,471,2,2,"w","Wednesday"
2017-11-08 19:49:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:50:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:51:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:52:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:53:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:54:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:55:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:56:00,201,502,263,699,4,2,"w","Wednesday"
2017-11-08 19:57:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 19:58:00,0,23,0,23,0,2,"w","Wednesday"
2017-11-08 19:59:00,0,5,0,5,0,2,"w","Wednesday"
2017-11-08 20:00:00,1,18,52,70,0,2,"w","Wednesday"
2017-11-08 20:01:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:02:00,0,8,38,41,0,2,"w","Wednesday"
2017-11-08 20:03:00,0,0,9,9,0,2,"w","Wednesday"
2017-11-08 20:04:00,0,80,67,142,0,2,"w","Wednesday"
2017-11-08 20:05:00,0,10,0,10,0,2,"w","Wednesday"
2017-11-08 20:06:00,0,0,38,38,0,2,"w","Wednesday"
2017-11-08 20:07:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:08:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:09:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:10:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:11:00,16,94,13,99,1,2,"w","Wednesday"
2017-11-08 20:12:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:13:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:14:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:15:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:16:00,0,8,47,49,0,2,"w","Wednesday"
2017-11-08 20:17:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:18:00,0,71,0,71,0,2,"w","Wednesday"
2017-11-08 20:19:00,0,268,62,285,0,2,"w","Wednesday"
2017-11-08 20:20:00,0,0,23,23,0,2,"w","Wednesday"
2017-11-08 20:21:00,0,66,57,102,0,2,"w","Wednesday"
2017-11-08 20:22:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:23:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:24:00,0,0,1,1,0,2,"w","Wednesday"
2017-11-08 20:25:00,446,551,984,1327,20,2,"w","Wednesday"
2017-11-08 20:26:00,22,269,669,793,1,2,"w","Wednesday"
2017-11-08 20:27:00,52,469,755,989,2,2,"w","Wednesday"
2017-11-08 20:28:00,329,655,975,1393,15,2,"w","Wednesday"
2017-11-08 20:29:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:30:00,0,28,0,28,0,2,"w","Wednesday"
2017-11-08 20:31:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:32:00,0,0,42,42,0,2,"w","Wednesday"
2017-11-08 20:33:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:34:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:35:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:36:00,11,49,73,104,0,2,"w","Wednesday"
2017-11-08 20:37:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:38:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:39:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:40:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:41:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:42:00,12,0,65,67,0,2,"w","Wednesday"
2017-11-08 20:43:00,492,566,960,1386,21,2,"w","Wednesday"
2017-11-08 20:44:00,0,89,168,228,0,2,"w","Wednesday"
2017-11-08 20:45:00,41,381,560,776,3,2,"w","Wednesday"
2017-11-08 20:46:00,0,30,187,200,0,2,"w","Wednesday"
2017-11-08 20:47:00,118,561,980,1265,7,2,"w","Wednesday"
2017-11-08 20:48:00,0,0,62,62,0,2,"w","Wednesday"
2017-11-08 20:49:00,44,238,394,538,2,2,"w","Wednesday"
2017-11-08 20:50:00,9,154,37,160,1,2,"w","Wednesday"
2017-11-08 20:51:00,0,0,19,19,0,2,"w","Wednesday"
2017-11-08 20:52:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 20:53:00,96,384,475,674,2,2,"w","Wednesday"
2017-11-08 20:54:00,292,287,451,701,3,2,"w","Wednesday"
2017-11-08 20:55:00,0,0,5,5,0,2,"w","Wednesday"
2017-11-08 20:56:00,0,44,6,47,0,2,"w","Wednesday"
2017-11-08 20:57:00,0,166,102,203,0,2,"w","Wednesday"
2017-11-08 20:58:00,48,84,153,199,2,2,"w","Wednesday"
2017-11-08 20:59:00,122,315,629,777,5,2,"w","Wednesday"
2017-11-08 21:00:00,106,250,533,656,4,2,"w","Wednesday"
2017-11-08 21:01:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:02:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:03:00,46,341,314,557,1,2,"w","Wednesday"
2017-11-08 21:04:00,0,123,48,151,0,2,"w","Wednesday"
2017-11-08 21:05:00,0,0,13,13,0,2,"w","Wednesday"
2017-11-08 21:06:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:07:00,0,48,16,57,0,2,"w","Wednesday"
2017-11-08 21:08:00,23,44,100,124,1,2,"w","Wednesday"
2017-11-08 21:09:00,0,34,19,42,0,2,"w","Wednesday"
2017-11-08 21:10:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:11:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:12:00,0,16,0,16,0,2,"w","Wednesday"
2017-11-08 21:13:00,0,8,0,8,0,2,"w","Wednesday"
2017-11-08 21:14:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:15:00,0,71,0,71,0,2,"w","Wednesday"
2017-11-08 21:16:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:17:00,0,13,0,13,0,2,"w","Wednesday"
2017-11-08 21:18:00,12,27,0,30,0,2,"w","Wednesday"
2017-11-08 21:19:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:20:00,0,39,0,39,0,2,"w","Wednesday"
2017-11-08 21:21:00,7,25,13,32,1,2,"w","Wednesday"
2017-11-08 21:22:00,0,140,16,143,0,2,"w","Wednesday"
2017-11-08 21:23:00,0,72,22,78,0,2,"w","Wednesday"
2017-11-08 21:24:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:25:00,0,43,47,64,0,2,"w","Wednesday"
2017-11-08 21:26:00,11,62,46,85,0,2,"w","Wednesday"
2017-11-08 21:27:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:28:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:29:00,0,19,28,43,0,2,"w","Wednesday"
2017-11-08 21:30:00,0,5,0,5,0,2,"w","Wednesday"
2017-11-08 21:31:00,5,10,0,11,0,2,"w","Wednesday"
2017-11-08 21:32:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:33:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:34:00,0,4,13,17,0,2,"w","Wednesday"
2017-11-08 21:35:00,0,14,0,14,0,2,"w","Wednesday"
2017-11-08 21:36:00,7,110,14,113,0,2,"w","Wednesday"
2017-11-08 21:37:00,15,21,29,44,1,2,"w","Wednesday"
2017-11-08 21:38:00,146,82,101,220,3,2,"w","Wednesday"
2017-11-08 21:39:00,83,88,245,310,1,2,"w","Wednesday"
2017-11-08 21:40:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:41:00,0,62,0,62,0,2,"w","Wednesday"
2017-11-08 21:42:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 21:43:00,11,106,19,114,2,2,"w","Wednesday"
2017-11-08 21:44:00,1,45,82,99,0,2,"w","Wednesday"
2017-11-08 21:45:00,21,199,467,557,1,2,"w","Wednesday"
2017-11-08 21:46:00,12,229,322,470,1,2,"w","Wednesday"
2017-11-08 21:47:00,94,162,291,403,2,2,"w","Wednesday"
2017-11-08 21:48:00,8,46,148,173,1,2,"w","Wednesday"
2017-11-08 21:49:00,58,165,178,310,1,2,"w","Wednesday"
2017-11-08 21:50:00,418,304,207,697,6,2,"w","Wednesday"
2017-11-08 21:51:00,0,4,60,60,0,2,"w","Wednesday"
2017-11-08 21:52:00,21,51,229,273,1,2,"w","Wednesday"
2017-11-08 21:53:00,0,25,99,119,0,2,"w","Wednesday"
2017-11-08 21:54:00,15,82,234,274,1,2,"w","Wednesday"
2017-11-08 21:55:00,0,162,135,250,0,2,"w","Wednesday"
2017-11-08 21:56:00,45,309,154,436,1,2,"w","Wednesday"
2017-11-08 21:57:00,1,78,176,200,0,2,"w","Wednesday"
2017-11-08 21:58:00,0,18,32,46,0,2,"w","Wednesday"
2017-11-08 21:59:00,0,17,78,95,0,2,"w","Wednesday"
2017-11-08 22:00:00,1,127,155,266,1,2,"w","Wednesday"
2017-11-08 22:01:00,0,35,84,110,0,2,"w","Wednesday"
2017-11-08 22:02:00,4,34,86,112,0,2,"w","Wednesday"
2017-11-08 22:03:00,326,567,506,937,11,2,"w","Wednesday"
2017-11-08 22:04:00,277,622,872,1237,9,2,"w","Wednesday"
2017-11-08 22:05:00,325,186,309,541,4,2,"w","Wednesday"
2017-11-08 22:06:00,454,375,540,961,5,2,"w","Wednesday"
2017-11-08 22:07:00,523,352,1020,1361,10,2,"w","Wednesday"
2017-11-08 22:08:00,64,82,220,261,4,2,"w","Wednesday"
2017-11-08 22:09:00,279,82,399,554,5,2,"w","Wednesday"
2017-11-08 22:10:00,128,127,414,512,3,2,"w","Wednesday"
2017-11-08 22:11:00,185,460,574,843,4,2,"w","Wednesday"
2017-11-08 22:12:00,179,171,670,767,6,2,"w","Wednesday"
2017-11-08 22:13:00,151,56,286,413,5,2,"w","Wednesday"
2017-11-08 22:14:00,300,189,395,636,3,2,"w","Wednesday"
2017-11-08 22:15:00,264,126,764,913,6,2,"w","Wednesday"
2017-11-08 22:16:00,160,384,775,989,5,2,"w","Wednesday"
2017-11-08 22:17:00,0,24,27,41,0,2,"w","Wednesday"
2017-11-08 22:18:00,5,119,53,163,0,2,"w","Wednesday"
2017-11-08 22:19:00,0,0,4,4,0,2,"w","Wednesday"
2017-11-08 22:20:00,0,10,0,10,0,2,"w","Wednesday"
2017-11-08 22:21:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 22:22:00,513,619,749,1218,22,2,"w","Wednesday"
2017-11-08 22:23:00,848,622,774,1431,26,2,"w","Wednesday"
2017-11-08 22:24:00,2198,1463,1986,3442,78,2,"w","Wednesday"
2017-11-08 22:25:00,647,701,461,1285,7,2,"w","Wednesday"
2017-11-08 22:26:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 22:27:00,0,0,0,0,0,2,"w","Wednesday"
2017-11-08 22:28:00,35,26,0,51,1,2,"w","Wednesday"
2017-11-08 22:29:00,47,81,0,111,1,2,"w","Wednesday"
2017-11-08 22:30:00,69,43,35,123,1,2,"w","Wednesday"
2017-11-08 22:31:00,176,141,62,308,4,2,"w","Wednesday"
2017-11-08 22:32:00,26,82,84,161,1,2,"w","Wednesday"
2017-11-08 22:33:00,18,22,53,72,1,2,"w","Wednesday"
2017-11-08 22:34:00,149,206,110,352,4,2,"w","Wednesday"
2017-11-08 22:35:00,32,37,10,62,1,2,"w","Wednesday"
2017-11-08 22:36:00,55,33,58,119,4,2,"w","Wednesday"
2017-11-08 22:37:00,76,108,18,146,2,2,"w","Wednesday"
2017-11-08 22:38:00,108,115,24,216,4,2,"w","Wednesday"
2017-11-08 22:39:00,12,6,58,67,0,2,"w","Wednesday"
2017-11-08 22:40:00,55,36,93,157,1,2,"w","Wednesday"
2017-11-08 22:41:00,212,191,46,341,4,2,"w","Wednesday"
2017-11-08 22:42:00,10,34,5,44,0,2,"w","Wednesday"
2017-11-08 22:43:00,14,0,6,20,1,2,"w","Wednesday"
2017-11-08 22:44:00,5,1,2,8,0,2,"w","Wednesday"
2017-11-08 22:45:00,57,55,49,140,1,2,"w","Wednesday"
2017-11-08 22:46:00,172,105,9,243,3,2,"w","Wednesday"
2017-11-08 22:47:00,1008,800,1226,1883,15,2,"w","Wednesday"
2017-11-08 22:48:00,437,550,1013,1352,10,2,"w","Wednesday"
2017-11-08 22:49:00,203,184,347,519,2,2,"w","Wednesday"
2017-11-08 22:50:00,1165,968,1187,2102,17,2,"w","Wednesday"
2017-11-08 22:51:00,81,171,382,496,2,2,"w","Wednesday"
2017-11-08 22:52:00,932,822,1279,1990,17,2,"w","Wednesday"
2017-11-08 22:53:00,2371,1720,2084,3906,23,2,"w","Wednesday"
2017-11-08 22:54:00,1624,1333,2222,3296,29,2,"w","Wednesday"
2017-11-08 22:55:00,0,18,29,35,0,2,"w","Wednesday"
2017-11-08 22:56:00,122,202,258,381,2,2,"w","Wednesday"
